pmid,title,pub_year,pubtype,journal
36450799,A second look at exome sequencing data: detecting mobile elements insertion in a rare disease cohort.,2023,Journal Article,European journal of human genetics : EJHG
36375589,Incidence of Sturge-Weber Syndrome and Risk of Secondary Glaucoma: A Nationwide Population-based Study Using a Rare Disease Registry.,2023,"Journal Article; Research Support, Non-U.S. Gov't",American journal of ophthalmology
36316575,Framework for Patient Experience Value Elements in Rare Disease: A Case Study Demonstrating the Applicability of Combined Qualitative and Quantitative Methods.,2023,Journal Article,PharmacoEconomics - open
36217098,Improving Interpretation of Evidence Relating to Quality of Life in Health Technology Assessments of Rare Disease Treatments.,2023,"Journal Article; Research Support, Non-U.S. Gov't",The patient
36153268,Massive intraperitoneal effusion caused by a rare disease.,2023,Letter,Asian journal of surgery
36115438,When a rare manifestation of a rare disease has an atypical form: Pheochromocytoma-associated Takotsubo cardiomyopathy.,2023,Editorial,International journal of cardiology
35960455,Protocol Design and Performance Benchmarks by Phase and by Oncology and Rare Disease Subgroups.,2023,"Journal Article; Research Support, Non-U.S. Gov't",Therapeutic innovation & regulatory science
35810097,"Autoimmune pancreatitis in pediatrics, a rare disease.",2023,Case Reports; Journal Article,Revista de gastroenterologia de Mexico (English)
34592043,Comprehensive analyses of intraoral spindle cell carcinoma: A rare disease entity revisited.,2023,Journal Article; Review,Oral diseases
36684552,"Achondroplasia: Clinical, Radiological and Molecular Profile from Rare Disease Centre, India.",2023,Journal Article,Journal of pediatric genetics
40191800,Automated Shared Phenotype Discovery in Undiagnosed Cohorts for Rare Disease Research.,2024,Journal Article,Proceedings of the ... International Conference on Machine Learning and Applications. International Conference on Machine Learning and Applications
39973411,Privacy-by-Design with Federated Learning will drive future Rare Disease Research.,2024,Journal Article; Review,Journal of neuromuscular diseases
39776134,"Reviewed article: Carvalho EA, Hopker RH, Pedroso GH, Almeida LS, Pacher JAT, Antônio ALM, Souza J, Zeny MS, Santos MLSF, Valle DAV, Andrade FA. Characterization of patients treated at a rare disease referral service: a descriptive study, 2016-2021. Epidemiol Serv Saúde. 2024;33:e20240204. 10.1590/S2237-96222024v33e20240204.en.",2024,Journal Article,Epidemiologia e servicos de saude : revista do Sistema Unico de Saude do Brasil
39776132,"Characterization of patients treated at a rare disease referral service: a descriptive study, 2016-2021.",2024,Journal Article,Epidemiologia e servicos de saude : revista do Sistema Unico de Saude do Brasil
39763565,"Mitochondrial DNA variant detection in over 6,500 rare disease families by the systematic analysis of exome and genome sequencing data resolves undiagnosed cases.",2024,Journal Article; Preprint,medRxiv : the preprint server for health sciences
39752188,Improving Social Media-Based Support Groups for the Rare Disease Community: Interview Study With Patients and Parents of Children with Rare and Undiagnosed Diseases.,2024,Journal Article,JMIR human factors
39739290,Leveraging domain knowledge for synthetic ultrasound image generation: a novel approach to rare disease AI detection.,2025,Journal Article,International journal of computer assisted radiology and surgery
39730168,Alkaptonuria: a rare disease with multiorgan manifestation and a long-awaited diagnosis.,2024,Case Reports; Journal Article,BMJ case reports
39725821,How are patient inputs considered in HTA? A thematic document analysis of NICE ultra-rare disease appraisals.,2024,Journal Article,The European journal of health economics : HEPAC : health economics in prevention and care
39708237,Supporting the continuous development and use of a patient partnership framework in European rare disease networks (ERNs): a scoping review of frameworks in the scientific literature.,2025,Journal Article; Review,Journal of community genetics
39707934,Where the Genetic Code Meets the Zip Code: Advancing Equity in Rare Disease Genomics.,2024,Journal Article,The Hastings Center report
39702219,Multi-stakeholder sessions on major innovation topics in rare disease clinical trials.,2024,Journal Article,Orphanet journal of rare diseases
39700857,"UniVar: A variant interpretation platform enhancing rare disease diagnosis through robust filtering and unified analysis of SNV, INDEL, CNV and SV.",2025,Journal Article,Computers in biology and medicine
39696506,Assessing the effectiveness of measurement scales in evaluating the health-related quality of life in rare disease patients after treatment: a systematic review.,2024,Journal Article; Systematic Review,Health and quality of life outcomes
39695184,Efficient reinterpretation of rare disease cases using Exomiser.,2024,Journal Article,NPJ genomic medicine
39693482,An Automatic and End-to-End System for Rare Disease Knowledge Graph Construction Based on Ontology-Enhanced Large Language Models: Development Study.,2024,Journal Article,JMIR medical informatics
39691185,Advancing rare disease measurement through the Rare Disease Clinical Outcome Assessment Consortium.,2024,Journal Article; Review,Therapeutic advances in rare disease
39672188,Artificial intelligence for a rare disease.,2025,Journal Article,Endoscopy
39669628,"Copy-number analysis from genome sequencing data of 11,754 rare-disease parent-child trios: A model for identifying autosomal recessive human gene knockouts including a novel gene for autosomal recessive retinopathy.",2024,Journal Article,Genetics in medicine open
39669594,The impact of the Turkish population variome on the genomic architecture of rare disease traits.,2024,Journal Article,Genetics in medicine open
39656044,Motivation in Rare Disease Self-Care: A Phenomenological Study of Pediatric Patients With Spinal Muscular Atrophy and Their Caregivers.,2024,Journal Article,The journal of nursing research : JNR
39638147,Drug repurposing screen for the rare disease ataxia-telangiectasia.,2025,Journal Article,SLAS discovery : advancing life sciences R & D
39633381,Hospital administrators as forgotten partners in rare disease care: a call to action by the international hospital federation's global rare pediatric disease network.,2024,Journal Article,Orphanet journal of rare diseases
39632930,Identification of rare disease genes as drivers of common diseases through tissue-specific gene regulatory networks.,2024,Journal Article,Scientific reports
39627904,Rare disease genomics and precision medicine.,2024,Journal Article; Review,Genomics & informatics
39626458,Ontology-based integration and querying of heterogeneous rare disease data sources - POLVAS perspective.,2025,Journal Article,Computers in biology and medicine
39626177,Lipomatous pseudohypertrophy of the pancreas: a rare disease with a novel imaging finding.,2024,Journal Article,Pancreas
39624636,Analysis and Perception of,2024,Journal Article,Infection and drug resistance
39622807,Hospital-wide access to genomic data advanced pediatric rare disease research and clinical outcomes.,2024,Journal Article,NPJ genomic medicine
39614301,Navigating health policies and programs in India: exploring opportunities to improve rare disease management and orphan drug research.,2024,Journal Article; Review,Orphanet journal of rare diseases
39613348,Meta-analyzing antithrombotic therapy in myeloproliferative neoplasm-related splanchnic vein thrombosis: a first step in understanding a rare complication of a rare disease.,2024,Journal Article,Journal of thrombosis and haemostasis : JTH
39607031,Clinical profile of IgG4-related disease in Japan based on the rare disease data registry.,2024,Journal Article,Immunological medicine
39604816,Cell therapy for a rare disease- hairy cell leukemia variant.,2024,Journal Article,Oncoimmunology
39595849,Otorhinolaryngological Problems in Mucopolysaccharidoses: A Review of Common Symptoms in a Rare Disease.,2024,Journal Article; Review,Brain sciences
39593123,Pulmonary lymphangiomatosis: insights into an ultra-rare disease.,2024,Journal Article,Respiratory research
39585292,SCLEREDEMA DIABETICORUM; A RARE DISEASE.,2024,Case Reports; Journal Article,"Journal of Ayub Medical College, Abbottabad : JAMC"
39585136,Psycho-Emotional Aspects of Pregnant Women Diagnosed with a Rare Disease: A Systematic Review.,2024,Journal Article; Review,"Nursing reports (Pavia, Italy)"
39584543,Treatment of systemic sclerosis complicated with pyoderma gangrenosum with adalimumab: A case report of a rare disease.,2024,Case Reports,International journal of immunopathology and pharmacology
39569718,Isolated Idiopathic Inferior Rectus Myositis: Taming a Rare Disease at a Rare Site.,2024,Case Reports; Journal Article,Journal of pediatric ophthalmology and strabismus
39561306,Clinical Reasoning: A 65-Year-Old Woman With Isolated Macroglossia as the Initial Presentation of a Rare Disease.,2024,Case Reports; Journal Article,Neurology
39555148,Riedel's thyroiditis: A case report and review of the ultrasound findings of this rare disease entity.,2024,Case Reports; Journal Article,"Ultrasound (Leeds, England)"
39544691,Gaucher disease type 3c: Expanding the clinical spectrum of an ultra-rare disease.,2024,Journal Article,JIMD reports
39525797,Xolremdi (Mavorixafor): a breakthrough in WHIM syndrome treatment - unraveling efficacy and safety in a rare disease frontier.,2024,Editorial,Annals of medicine and surgery (2012)
39533273,The economic burden of diagnostic uncertainty on rare disease patients.,2024,Journal Article,BMC health services research
39526903,Un/Diagnosed: Family Experience of Genomic Diagnoses and the Re-Making of (Rare) Disease in the UK.,2024,"Journal Article; Research Support, Non-U.S. Gov't",Medical anthropology
39522508,Variation Exists in Service Delivery: Similarities and Differences in the Provision of a Whole Genome Sequencing Service for Paediatric Rare Disease Patients in the National Health Service in England.,2025,"Journal Article; Research Support, Non-U.S. Gov't",Public health genomics
39519139,"Molecular Pathophysiology of Parathyroid Tumorigenesis-The Lesson from a Rare Disease: The ""MEN1 Model"".",2024,Journal Article; Review,International journal of molecular sciences
39507196,Thyroglossal Duct Cyst Papillary Carcinoma: A Rare Disease Entity.,2024,Case Reports; Journal Article,Cureus
39466823,A drug repurposing screen reveals dopamine signaling as a critical pathway underlying potential therapeutics for the rare disease DPAGT1-CDG.,2024,Journal Article,PLoS genetics
39465390,The MorbidGenes panel: a monthly updated list of diagnostically relevant rare disease genes derived from diverse sources.,2024,Journal Article,Human genetics
39463501,Primary Urothelial Carcinoma of the Prostate: A Rare Disease With Treatment Dilemma.,2024,Case Reports; Journal Article,Cureus
39461972,Comprehensive reanalysis for CNVs in ES data from unsolved rare disease cases results in new diagnoses.,2024,Journal Article,NPJ genomic medicine
39456169,Repurposing Nitazoxanide for Potential Treatment of Rare Disease Lymphangioleiomyomatosis.,2024,Journal Article,Biomolecules
39444288,Perceptions of patients and caregivers toward the management of rare disease in Malaysia: a qualitative research study.,2024,Journal Article,International journal of technology assessment in health care
39433890,Pushing the boundaries of rare disease diagnostics with the help of the first Undiagnosed Hackathon.,2024,Journal Article,Nature genetics
39430165,Editorial: The clinical utility of long read sequencing to improve diagnostic yield and uncover biological mechanisms in rare disease.,2024,Editorial,Frontiers in genetics
39428992,"Barriers and facilitators to designing, maintaining, and utilizing rare disease patient registries: a scoping review protocol.",2025,Journal Article; Review,JBI evidence synthesis
39419658,Mesenteric panniculitis: A comprehensive description of a rare disease.,2025,Journal Article; Review,Medicina clinica
39411726,Plasma cell periodontitis: A rare disease entity with unique clinical and histopathological features.,2024,Case Reports; Journal Article,Journal of Indian Society of Periodontology
39409079,Current Overview of Spinocerebellar Ataxia Type 7 in Mexican Population: Challenges in Specialized Care for a Rare Disease.,2024,Journal Article; Review,International journal of molecular sciences
39405009,Opportunities and challenges for identifying undiagnosed Rare Disease patients through analysis of primary care records: long QT syndrome as a test case.,2024,Journal Article,Journal of community genetics
39400494,Advancing Equity in Rare Disease Research: Insights From the Undiagnosed Disease Network.,2025,Journal Article,American journal of medical genetics. Part A
39399791,"Clinical report of metacarpal melorheostosis: a rare disease with ""the dripping candle wax"" appearance on different imaging modalities.",2024,Case Reports; Journal Article,Oxford medical case reports
39394114,Rare Disease Focused Antenatal Education and Diagnosis Support: Two Case Studies of Epidermolysis Bullosa Simplex.,2024,Case Reports; Letter,Orphanet journal of rare diseases
39375687,A hybrid framework with large language models for rare disease phenotyping.,2024,Journal Article,BMC medical informatics and decision making
39374775,"Telehealth for rare disease care, research, and education across the globe: A review of the literature by the IRDiRC telehealth task force.",2024,Journal Article; Review,European journal of medical genetics
39359785,Griscelli syndrome: a diagnostic challenge of a rare disease: a case report.,2024,Case Reports; Journal Article,Annals of medicine and surgery (2012)
39356534,Rare Disease Innovation at the FDA-Opportunities for Implementation.,2024,Journal Article,JAMA
39355718,"Multiple glomus tumours: Clinical, ultrasonographic and histopathologic findings of a rare disease.",2024,Journal Article,Skin health and disease
39354993,Accelerating rare disease detection: an experience of multidisciplinary team model in undiagnosed diseases program in a children's hospital.,2024,Journal Article,Frontiers in public health
39327967,[The current diagnosis and treatment situation of rare disease in the pediatric intensive care unit].,2024,English Abstract; Journal Article,Zhonghua er ke za zhi = Chinese journal of pediatrics
39327040,Rare disease genomic testing in the UK and Ireland: promoting timely and equitable access.,2024,Journal Article,Journal of medical genetics
39325316,Building a National Policy for Rare Disease in Brazil.,2024,Journal Article; Review,Journal of community genetics
39318036,PSAP-Genomic-Regions: A Method Leveraging Population Data to Prioritize Coding and Non-Coding Variants in Whole Genome Sequencing for Rare Disease Diagnosis.,2025,Journal Article,Genetic epidemiology
39314596,Seronegative Myasthenia Gravis: A Rare Disease Triggered by SARS-CoV-2 or a Coincidence?,2024,Case Reports; Journal Article,Cureus
39306301,Global Burden of Penile Cancer: A Review of Health Disparities for a Rare Disease.,2024,Journal Article; Review,Urology
39305912,Susac syndrome: challenges of interpreting treatment data in a rare disease.,2025,Journal Article,The Lancet. Rheumatology
39297696,Riding the gene therapy wave: challenges and opportunities for rare disease patients and clinicians.,2024,Journal Article; Review,Current opinion in pediatrics
39302238,An interconnected data infrastructure to support large-scale rare disease research.,2024,Journal Article,GigaScience
39274347,Patient-Oriented Questionnaires and Machine Learning for Rare Disease Diagnosis: A Systematic Review.,2024,Journal Article; Review,Journal of clinical medicine
39269710,Tafamidis and the Paradox of Rare Disease Therapies.,2024,Journal Article; Comment,JAMA network open
39267157,Pareto-principle in rare disease education: assessing the representation of common rare diseases in medical education and coding systems.,2024,Journal Article,Orphanet journal of rare diseases
39243369,Kikuchi-Fujimoto - an enigmatic and rare disease: a report of 3 cases and brief review of the literature.,2024,Journal Article; Case Reports; Review,ARP rheumatology
39234837,A rare resuscitation in a rare disease.,2024,Case Reports; Journal Article,Emergencias : revista de la Sociedad Espanola de Medicina de Emergencias
39228712,Advancing long-read nanopore genome assembly and accurate variant calling for rare disease detection.,2024,Journal Article; Preprint,medRxiv : the preprint server for health sciences
39228707,Leveraging Generative AI to Accelerate Biocuration of Medical Actions for Rare Disease.,2024,Journal Article; Preprint,medRxiv : the preprint server for health sciences
39228212,Development of an multicriteria decision analysis framework for rare disease reimbursement prioritization in Malaysia.,2024,Journal Article,International journal of technology assessment in health care
39220754,"Understanding neurodevelopmental proteasomopathies as new rare disease entities: A review of current concepts, molecular biomarkers, and perspectives.",2024,Journal Article; Review,Genes & diseases
39217366,Experiences of quality of life and access to health services among rare disease caregivers: a scoping review.,2024,Journal Article; Scoping Review,Orphanet journal of rare diseases
39202345,Wolfram Syndrome 1: A Neuropsychiatric Perspective on a Rare Disease.,2024,Journal Article; Review,Genes
39202055,Major Causes of Conflicting Interpretations of Variant Pathogenicity in Rare Disease: A Systematic Analysis.,2024,Journal Article,Journal of personalized medicine
39188954,Unlocking the full potential of rare disease drug development: exploring the not-for-profit sector's contributions to drug development and access.,2024,Journal Article; Review,Frontiers in pharmacology
39177081,"The Rare Disease Moonshot: Paradigms Shift, Translational Medicine, and Regulatory Science for the World's Rarest Conditions.",2024,Journal Article,Clinical pharmacology and therapeutics
39176654,Modeling Rare Disease Datasets with ART-DECOR.,2024,Journal Article,Studies in health technology and informatics
39176652,Privacy-Preserving Linkage of Distributed Pseudonymised Datasets in a Virtual European Rare Disease Platform.,2024,Journal Article,Studies in health technology and informatics
39176563,"An Integrated Pipeline for Phenotypic Characterization, Clustering and Visualization of Patient Cohorts in a Rare Disease-Oriented Clinical Data Warehouse.",2024,Journal Article,Studies in health technology and informatics
39144884,Median Arcuate Ligament Syndrome: A Case Report on a Rare Disease and Variant Hepatic Arterial Anatomy.,2024,Case Reports; Journal Article,Cureus
39143641,Time to diagnosis for a rare disease: managing medical uncertainty. A qualitative study.,2024,Journal Article,Orphanet journal of rare diseases
39125727,Genomic Landscape of Branchio-Oto-Renal Syndrome through Whole-Genome Sequencing: A Single Rare Disease Center Experience in South Korea.,2024,Journal Article,International journal of molecular sciences
39108510,Systematic benchmarking demonstrates large language models have not reached the diagnostic accuracy of traditional rare-disease decision support tools.,2024,Journal Article; Preprint,medRxiv : the preprint server for health sciences
39091896,"The growing research toolbox for SLC13A5 citrate transporter disorder: a rare disease with animal models, cell lines, an ongoing Natural History Study and an engaged patient advocacy organization.",2024,Journal Article; Review,Therapeutic advances in rare disease
39085891,Rare disease clinical trials in the European Union: navigating regulatory and clinical challenges.,2024,Journal Article; Review,Orphanet journal of rare diseases
39085851,Utilization and affordability of health insurance coverage for rare disease drugs in a first-tier city in Northeast China from 2018 to 2021: a study based on the health insurance claims database.,2024,Journal Article,International journal for equity in health
39084480,Rare disease diagnosis using knowledge guided retrieval augmentation for ChatGPT.,2024,Journal Article,Journal of biomedical informatics
39070860,Scurvy: A Rare Disease or a Rare Diagnosis?,2024,Journal Article,"Journal of emergencies, trauma, and shock"
39039494,Rare disease 101: an online resource teaching on over 7000 rare diseases in one short course.,2024,Journal Article,Orphanet journal of rare diseases
39034754,Integrated Applied Clinical Pharmacology in the Advancement of Rare and Ultra-Rare Disease Therapeutics.,2024,Journal Article; Review,Clinical pharmacology and therapeutics
39010138,Synthetic datasets for open software development in rare disease research.,2024,Journal Article,Orphanet journal of rare diseases
38996711,Busting barriers for rare disease-A successful model of breaking barriers with payors for patient access to novel NMOSD therapeutics.,2024,Editorial; Letter,Multiple sclerosis and related disorders
38987844,A rare partnership: patient community and industry collaboration to shape the impact of real-world evidence on the rare disease ecosystem.,2024,Journal Article; Review,Orphanet journal of rare diseases
38982973,Translating multiscale research in rare disease.,2024,Editorial,Disease models & mechanisms
38978901,Gallbladder Diverticulum as a Rare Disease and a Therapeutic Challenge: A Case Report.,2024,Case Reports; Journal Article,Cureus
38977611,"Increasing Diversity, Equity, Inclusion, and Accessibility in Rare Disease Clinical Trials.",2024,Journal Article; Review,Pharmaceutical medicine
38976806,High Prevalence of Movement Disorder in Treated CLN2-Batten Disease: Rare Disease Therapy Development Must Not Stop With Approved Treatment.,2024,Editorial,Neurology
38972915,Presentation of metastatic carotid body paraganglioma on F-18 FDG PET/CT: a rare disease.,2024,Journal Article,EJNMMI reports
38965416,Mining the diagnosis of rare disease with limited resources.,2024,Journal Article,Nature genetics
38953469,Impact of mental health in persons living with rare disease: Findings from the AMCP Market Insights Program.,2024,Journal Article,Journal of managed care & specialty pharmacy
38937618,When chronic and rare disease worlds converge.,2024,Interview,Nature reviews. Drug discovery
38929922,A Case Study of a Rare Disease (Fructosemia) Diagnosed in a Patient with Abdominal Pain.,2024,Case Reports; Journal Article,Journal of clinical medicine
38929791,"A Systematic Review of Congenital Insensitivity to Pain, a Rare Disease.",2024,Journal Article; Review,Journal of personalized medicine
38929723,The Surgical Management of Severe Scoliosis in Immature Patient with a Very Rare Disease Costello Syndrome-Clinical Example and Brief Literature Review.,2024,Journal Article,"Life (Basel, Switzerland)"
38922202,Founder mutations and rare disease in the Arab world.,2024,Journal Article; Review,Disease models & mechanisms
38920256,Registries or non-pharmacological observational studies? An operational attempt to draw the line and to provide some suggestions for the ethical evaluation of rare disease registries.,2024,Journal Article,Annali dell'Istituto superiore di sanita
38918582,Gene therapies start the climb from rare disease base camps to common disease peaks.,2024,News,Nature reviews. Drug discovery
38915054,A novel SALL1 C757T mutation in a Chinese family causes a rare disease --Townes-Brocks syndrome.,2024,Journal Article; Case Reports,Italian journal of pediatrics
38914824,Model matchmaking via the Solve-RD Rare Disease Models & Mechanisms Network (RDMM-Europe).,2024,Journal Article,Lab animal
38904431,The curious case of subcutaneous dirofilariasis mimicking a fibroma - Report of a rare disease from North India.,2024,Journal Article,Indian journal of pathology & microbiology
38903947,Kikuchi-Fujimoto disease following SARS-CoV-2 infection: A rare disease with increased incidence during the COVID-19 pandemic?,2024,Case Reports; Journal Article,Respirology case reports
38903763,The economic impact of living with a rare disease for children and their families: a scoping review protocol.,2023,Journal Article,HRB open research
38902040,Implementing a digital rare disease case-finding tool in UK primary care: a qualitative study of health professionals' experience.,2024,Journal Article,The British journal of general practice : the journal of the Royal College of General Practitioners
38896399,"Comparative policy analysis of national rare disease funding policies in Australia, Singapore, South Korea, the United Kingdom and the United States: a scoping review.",2024,Journal Article; Scoping Review,Health economics review
38894404,Optimizing Rare Disease Gait Classification through Data Balancing and Generative AI: Insights from Hereditary Cerebellar Ataxia.,2024,Journal Article,"Sensors (Basel, Switzerland)"
38887071,[Is this iatrogenic pathology or rare disease?].,2024,Journal Article; Case Reports; English Abstract,Sudebno-meditsinskaia ekspertiza
38885633,The Birth Prevalence of Congenital Hyperinsulinism: A Narrative Review of the Epidemiology of a Rare Disease.,2024,Journal Article; Review,Hormone research in paediatrics
38883202,IDeRare: a lightweight and extensible open-source phenotype and exome analysis pipeline for germline rare disease diagnosis.,2024,Journal Article,JAMIA open
38879064,Computer-assisted patient identification tool in inborn errors of metabolism - potential for rare disease patient registry and big data analysis.,2024,Journal Article,Clinica chimica acta; international journal of clinical chemistry
38876478,"Creating the Indian Association of Dermatologists, Venereologists, and Leprologists (IADVL) Cutaneous Rare Disease Registry (I-CuReD): a 1-year experience.",2024,Letter,International journal of dermatology
38836176,Single-cell metabolomics in rare disease: From technology to disease.,2024,Journal Article; Review,Intractable & rare diseases research
38835943,Mucocele of the appendix: case report of a rare disease with changing diagnostic-therapeutic behavior.,2024,Case Reports; Journal Article,Journal of surgical case reports
38834992,Comparison of Bayesian approaches for developing prediction models in rare disease: application to the identification of patients with Maturity-Onset Diabetes of the Young.,2024,Journal Article; Comparative Study,BMC medical research methodology
38829731,Fine-tuning large language models for rare disease concept normalization.,2024,Journal Article,Journal of the American Medical Informatics Association : JAMIA
38826236,Discordance between a deep learning model and clinical-grade variant pathogenicity classification in a rare disease cohort.,2024,Journal Article; Preprint,medRxiv : the preprint server for health sciences
38822122,Structural variant calling and clinical interpretation in 6224 unsolved rare disease exomes.,2024,Journal Article,European journal of human genetics : EJHG
38811302,"Are Current Educational and Therapeutic Programs, Directed at Rare Disease Transplant Candidates and Recipients, Sufficient to Support Them on the Path From Diagnosis to Life After Allogenic Transplantation?-Recommendations for Member State Policymakers.",2024,Journal Article,Transplantation proceedings
38801590,"Monkeypox Outbreak 2022, from a Rare Disease to Global Health Emergence: Implications for Travellers.",2024,Journal Article; Review,Advances in experimental medicine and biology
38796577,Reanalysis of genomic data in rare disease: current practice and attitudes among Australian clinical and laboratory genetics services.,2024,Journal Article,European journal of human genetics : EJHG
38785759,Dystrophic Epidermolysis Bullosa (DEB): How Can Pregnancy Alter the Course of This Rare Disease? An Updated Literature Review on Obstetrical Management with an Additional Italian Experience.,2024,Journal Article; Review,"Diseases (Basel, Switzerland)"
38780860,"Infantile hypercalcemia type 1 (HCINF1): a rare disease resulting in nephrolithiasis and nephrocalcinosis caused by mutations in the vitamin D catabolic enzyme, CYP24A1.",2024,Journal Article; Review,Journal of endocrinological investigation
38776926,"The impact of inversions across 33,924 families with rare disease from a national genome sequencing project.",2024,"Journal Article; Research Support, Non-U.S. Gov't",American journal of human genetics
38762646,ASO Author Reflections: Presacral Neuroendocrine Neoplasms-Insights into a Rare Disease.,2024,Journal Article,Annals of surgical oncology
38760238,Chemotherapy benefits in patients with hepatoid adenocarcinoma: A long-term follow-up study on a rare disease.,2024,Letter,European journal of surgical oncology : the journal of the European Society of Surgical Oncology and the British Association of Surgical Oncology
38760043,Improving the care of children with GENetic Rare disease: Observational Cohort study (GenROC)-a study protocol.,2024,"Journal Article; Research Support, Non-U.S. Gov't",BMJ open
38757100,A rare disease: ZAP70 deficiency.,2024,Case Reports; Journal Article,Northern clinics of Istanbul
38755315,Time to diagnosis and determinants of diagnostic delays of people living with a rare disease: results of a Rare Barometer retrospective patient survey.,2024,Journal Article,European journal of human genetics : EJHG
38746462,Unravelling undiagnosed rare disease cases by HiFi long-read genome sequencing.,2024,Preprint; Journal Article,medRxiv : the preprint server for health sciences
38741243,Exploring the role of digital tools in rare disease management: An interview-based study.,2025,Journal Article,Journal of genetic counseling
38741100,Patient experiences of interprofessional collaboration and intersectoral communication in rare disease healthcare in Germany - a mixed-methods study.,2024,Journal Article,Orphanet journal of rare diseases
38727543,A national postgraduate nurse practitioner and physician assistant fellowship in cystic fibrosis: An innovative approach to the provider shortage in complex and rare disease.,2024,Journal Article,Journal of the American Association of Nurse Practitioners
38725915,Idiopathic Granulomatous Vulvitis: A Case Report on a Rare Disease.,2024,Case Reports; Journal Article,Clinical medicine insights. Case reports
38724564,A novel multi-task machine learning classifier for rare disease patterning using cardiac strain imaging data.,2024,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Extramural",Scientific reports
38719765,A model for oversight of rare disease studies: The 25-year experience of the cystic fibrosis foundation data safety monitoring board.,2024,Journal Article,Journal of cystic fibrosis : official journal of the European Cystic Fibrosis Society
38711103,Scoping review of the recommendations and guidance for improving the quality of rare disease registries.,2024,"Journal Article; Research Support, Non-U.S. Gov't; Scoping Review",Orphanet journal of rare diseases
38700409,Rare presentation of rare disease: Idiopathic inflammatory myositis presenting initially as acute respiratory distress syndrome.,2024,Journal Article,Lung India : official organ of Indian Chest Society
38699301,Phenotypic overlap between rare disease patients and variant carriers in a large population cohort informs biological mechanisms.,2024,Preprint; Journal Article,medRxiv : the preprint server for health sciences
38697430,Unveiling the genetic tapestry: Rare disease genomics of spinal muscular atrophy and phenylketonuria proteins.,2024,Journal Article,International journal of biological macromolecules
38696698,EU HTA Joint Clinical Assessment: are patients with rare disease going to lose out?,2024,Editorial,Journal of comparative effectiveness research
38695298,Statistical methods to control for confounders in rare disease settings that use external control.,2024,Journal Article,Journal of biopharmaceutical statistics
38695032,The creation of an adaptable informed consent form for research purposes to overcome national and institutional bottlenecks in ethics review: experience from rare disease registries.,2024,Journal Article,Frontiers in medicine
38692989,Degos disease: A rare disease with a fatal outcome.,2024,Case Reports; Letter,Medicina clinica
38689692,Hemophilic pseudotumor of the knee joint: Emphasizing prevention and early diagnosis in a rare disease.,2024,Case Reports; Journal Article,Clinical case reports
38689323,Correction: Implementation of genomic medicine for rare disease in a tertiary healthcare system: Mayo Clinic Program for Rare and Undiagnosed Diseases (PRaUD).,2024,Published Erratum,Journal of translational medicine
38688707,Epidemiology of idiopathic pulmonary fibrosis: opportunities and hurdles for population-level studies of rare disease.,2024,Editorial,Thorax
38685113,Critical assessment of variant prioritization methods for rare disease diagnosis within the rare genomes project.,2024,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Human genomics
38681114,The management of rare disease patients from a grassroot perspective: the role of patients' organizations in the global recognition of rare diseases in Cameroon.,2024,Journal Article; Systematic Review,The Pan African medical journal
38665958,Case report: Prostatic malakoplakia: a rare disease that has a profile mimicking prostate cancer.,2024,Case Reports; Journal Article,Frontiers in oncology
38648088,Needs and Experiences With Health Care Providers of Adult Rare Disease Patients and Caregivers of People With Rare Diseases: Protocol for a Qualitative Study.,2024,"Journal Article; Research Support, Non-U.S. Gov't",JMIR research protocols
38641814,A quantitative and qualitative analysis of patient group narratives suggests common biopsychosocial red flags of undiagnosed rare disease.,2024,Journal Article,Orphanet journal of rare diseases
38629354,Patient-Centric Approaches: Revolutionizing Rare Disease Drug Research.,2024,Editorial,Infectious disorders drug targets
38628705,Functional prediction of the potential NGLY1 mutations associated with rare disease CDG.,2024,Journal Article,Heliyon
38606805,Prolonged arthralgias in Whipple's disease - A common but often overlooked symptom of a rare disease.,2024,Case Reports; Journal Article,The journal of the Royal College of Physicians of Edinburgh
38601364,Redefining Rare Disease Care in the Digital Age: Insights and Key Takeaways from a Digital Health Symposium Focused on Empowering Rare Disease Communities.,2024,Journal Article,Biomedicine hub
38601004,Vertebral osteomyelitis with,2024,Case Reports; Journal Article,Journal of bone and joint infection
38600015,Utilizing real-world evidence to investigate treatments in alternating hemiplegia of childhood: Implications for future trials in rare disease.,2024,Editorial,European journal of paediatric neurology : EJPN : official journal of the European Paediatric Neurology Society
38585781,Integration of transcriptomics and long-read genomics prioritizes structural variants in rare disease.,2024,Preprint; Journal Article,medRxiv : the preprint server for health sciences
38562793,Mapping structural variants to rare disease genes using long-read whole genome sequencing and trait-relevant polygenic scores.,2024,Preprint; Journal Article,medRxiv : the preprint server for health sciences
38562395,Vaginal Endometrial Stroma Sarcoma: A Case Report of A Rare Disease.,2024,Case Reports; Journal Article,Journal of the West African College of Surgeons
38561499,Mucormycosis: A Rare disease to Notifiable Disease.,2024,Journal Article; Review,Brazilian journal of microbiology : [publication of the Brazilian Society for Microbiology]
38555683,Diagnosis of alpha-Mannosidosis: Practical approaches to reducing diagnostic delays in this ultra-rare disease.,2024,"Journal Article; Review; Research Support, Non-U.S. Gov't",Molecular genetics and metabolism
