pmid,title,pub_year,pubtype,journal
38249195,"McArdle's, a Rare Disease That Every Family Doctor Can Manage: A Case Report.",2023,Case Reports; Journal Article,Cureus
38236527,Research on Rare Diseases in Germany - Using small fish and super-resolution microscopy to track down a rare disease.,2023,Journal Article,Journal of health monitoring
38235024,Diffuse Cerebral Edema With Uncal Herniation Leading to Brain Death in Patient With Fulminant Susac syndrome: Rare Complication of Rare Disease.,2024,Case Reports; Journal Article,The Neurohospitalist
38196638,A deep learning transformer model predicts high rates of undiagnosed rare disease in large electronic health systems.,2023,Preprint; Journal Article,medRxiv : the preprint server for health sciences
38196618,"Rare disease gene association discovery from burden analysis of the 100,000 Genomes Project data.",2023,Preprint; Journal Article,medRxiv : the preprint server for health sciences
38188382,From Horses to Zebras: The Journey of Rare Disease Education.,2023,Journal Article,Medical science educator
38164890,The cost of proband and trio exome and genome analysis in rare disease: A micro-costing study.,2024,Journal Article,Genetics in medicine : official journal of the American College of Medical Genetics
38161833,Checkpoint Kinase 2 (CHEK2) Gene Mutation in a Patient With Breast and Prostate Cancer: A Unique Presentation of a Rare Disease.,2023,Case Reports; Journal Article,Cureus
38150565,A rare disease in adult women: Gaucher disease.,2023,Case Reports; Journal Article,The Journal of international medical research
38141812,Determining the Natural History of a Rare Disease: A Narrow Window of Opportunity.,2024,Editorial,The Canadian journal of cardiology
38139324,,2023,Journal Article,International journal of molecular sciences
38130778,Venous adventitial cystic disease is a very rare disease that can cause deep vein thrombosis: A case report.,2023,Case Reports; Journal Article,World journal of clinical cases
38123708,Eliciting Exploratory Patient Preference Data: A Case Study in a Rare Disease.,2024,Journal Article,Pharmaceutical medicine
38116164,Insulinoma Presenting as Seizures: Challenges of Managing a Rare Disease in a Resource-challenged Setting.,2024,Case Reports; Journal Article,JCEM case reports
38115074,"Statistical recommendations for count, binary, and ordinal data in rare disease cross-over trials.",2023,Journal Article,Orphanet journal of rare diseases
38112147,[Glycosylphosphatidylinositol biosynthesis deficiency 15 caused by,2023,Case Reports; English Abstract; Journal Article,Zhongguo dang dai er ke za zhi = Chinese journal of contemporary pediatrics
38105122,Whipple's disease: A rare disease that can be spotted by many doctors.,2024,Journal Article; Review,European journal of internal medicine
38101119,TLDA: A transfer learning based dual-augmentation strategy for traditional Chinese Medicine syndrome differentiation in rare disease.,2024,"Journal Article; Research Support, Non-U.S. Gov't",Computers in biology and medicine
38090658,Four cases of cutaneous Rosai-Dorfman in Black patients: A review of a single institution's experience with this rare disease.,2023,Case Reports; Journal Article,JAAD case reports
38084160,Dercum's Disease: A Rare Disease of Painful Fatty Lumps.,2023,Case Reports; Journal Article,Cureus
38073923,Neurosarcoidosis: A Unique Presentation of a Rare Disease.,2023,Case Reports; Journal Article,Cureus
38058712,2023: The year in cardiovascular disease - the year of new and prospective lipid lowering therapies. Can we render dyslipidemia a rare disease by 2024?,2023,Journal Article,Archives of medical science : AMS
38025266,Whole exome sequencing of patients with varicella-zoster virus and herpes simplex virus induced acute retinal necrosis reveals rare disease-associated genetic variants.,2023,Journal Article,Frontiers in molecular neuroscience
38021777,Diffuse Idiopathic Skeletal Hyperostosis (DISH)-Phagia: A Case Report and Review of Literature of a Rare Disease Manifestation.,2023,Case Reports; Journal Article,Cureus
38021628,Parry Romberg Syndrome: When the Diagnosis of a Rare Disease Is Made in the Primary Care Setting.,2023,Case Reports; Journal Article,Cureus
37996931,Prioritization of research engaged with rare disease stakeholders: a systematic review and thematic analysis.,2023,Systematic Review; Journal Article,Orphanet journal of rare diseases
37995128,An Ethics Action Plan for Rare Disease Care: Participatory Action Research Approach.,2023,Journal Article,Journal of participatory medicine
37994838,Metabolic crisis in maple syrup urine disease: an unusual complication of a rare disease: a case report.,2024,Case Reports; Journal Article,Anaesthesia and intensive care
37984274,[Aquagenic keratoderma: A rare disease in the COVID age?].,2024,Journal Article,Semergen
37984065,Creating a Roadmap to Quantitative Systems Pharmacology-Informed Rare Disease Drug Development: A Workshop Report.,2024,"Journal Article; Review; Research Support, N.I.H., Extramural",Clinical pharmacology and therapeutics
37973028,The Hepatic Porphyrias: Revealing the Complexities of a Rare Disease.,2023,Review; Journal Article,Seminars in liver disease
37955292,[The Ehlers Danlos syndrome : a rare disease although commonly suspected].,2023,English Abstract; Journal Article,Revue medicale de Liege
37951644,Attaining Diagnostic Excellence: How the Structure and Function of a Rare Disease Service Contribute to Ending the Diagnostic Odyssey.,2024,Journal Article; Review,The Medical clinics of North America
37942049,Double orifice mitral valve: rare disease with a wide range of presentation.,2023,Editorial; Comment,AME case reports
37936753,Moya Moya Disease: A rare disease with a common presenting symptom in a chronic kidney disease patient.,2023,Case Reports; Journal Article,Pakistan journal of medical sciences
37926714,Phenotypic similarity-based approach for variant prioritization for unsolved rare disease: a preliminary methodological report.,2024,Journal Article,European journal of human genetics : EJHG
37924259,Evaluation of the diagnostic accuracy of exome sequencing and its impact on diagnostic thinking for patients with rare disease in a publicly funded health care system: A prospective cohort study.,2024,"Journal Article; Research Support, Non-U.S. Gov't",Genetics in medicine : official journal of the American College of Medical Genetics
37907945,Informing a national rare disease registry strategy in Australia: a mixed methods study.,2023,Journal Article,BMC health services research
37893488,"Gastritis Cystica Profunda: A Rare Disease, a Challenging Diagnosis, and an Uncertain Malignant Potential: A Case Report and Review of the Literature.",2023,Review; Case Reports; Journal Article,"Medicina (Kaunas, Lithuania)"
37886282,Zebras Among Us: Advocating for the 30 Million Americans Living with Rare Disease.,2023,Editorial,Medical science educator
37885508,"Progression of a Rare Disease, Takayasu Arteritis, With Hematologic and Gastrointestinal Manifestations: A Four-Year Follow-Up Study.",2023,Case Reports; Journal Article,Cureus
37879105,Becoming a Rare Disease Parent: An Interpretative Phenomenological Analysis of Parent-Caregivers' Postpartum Experiences.,2024,Journal Article,Qualitative health research
37842490,Perforated Small Bowel Adenocarcinoma: An Interesting Presentation of a Rare Disease.,2023,Case Reports; Journal Article,Cureus
37823804,Cure Rare Disease: An Initiative to Enable N of 1 Gene Editing.,2023,Journal Article,Human gene therapy
37822711,Primary hepatic metastatic epitheloid trophoblastic tumor of the uterus treated with multimodal therapy including pembrolizumab and thermoablation. Case report of an extremely rare disease and review of the literature.,2023,Case Reports; Journal Article,Gynecologic oncology reports
37819507,Raine's syndrome: rare disease from neurosurgical perspective.,2024,Case Reports; Journal Article; Review,Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery
37818822,[Umbilical pilonidal sinus - a rare disease?].,2023,English Abstract; Journal Article,Lakartidningen
37794906,"Editorial: Equality, diversity and inclusive research for diverse rare disease communities.",2023,Editorial,Frontiers in psychology
37793230,"A case report on POEMS syndrome with high parathyroid hormone and repeated surgery, a rare presentation of a rare disease.",2023,Case Reports; Journal Article,International journal of surgery case reports
37780450,"Challenges in mapping European rare disease databases, relevant for ML-based screening technologies in terms of organizational, FAIR and legal principles: scoping review.",2023,"Research Support, Non-U.S. Gov't; Journal Article; Scoping Review",Frontiers in public health
37779808,"Anesthetic Management for a Patient with Rosai-Dorfman Disease, Cowden Syndrome, and Lhermitte-Duclos Disease: An Extremely Rare Disease Combination.",2023,Case Reports; Journal Article,Cureus
37778011,"[An overview of treatment options for a rare disease, aneurysm of the popliteal vein, in connection with a case].",2023,Case Reports; English Abstract; Journal Article,Orvosi hetilap
37757644,Dynamic feature splicing for few-shot rare disease diagnosis.,2023,Journal Article,Medical image analysis
37750147,Diffuse Xanthogranulomatous pyelonephritis: A Rare Disease With A Common Presentation.,2023,Case Reports; Journal Article,Cureus
37749756,Systematic review on groove pancreatitis: management of a rare disease.,2023,Systematic Review; Journal Article,BJS open
37749605,"Integrative rare disease biomedical profile based network supporting drug repurposing or repositioning, a case study of glioblastoma.",2023,"Journal Article; Research Support, N.I.H., Intramural",Orphanet journal of rare diseases
37745552,"Systematic identification of disease-causing promoter and untranslated region variants in 8,040 undiagnosed individuals with rare disease.",2023,Preprint; Journal Article,medRxiv : the preprint server for health sciences
37743014,Co-Creation of a Novel Childhood Onset Rare Disease Self-Care Support Tool.,2024,"Journal Article; Research Support, Non-U.S. Gov't",Academic pediatrics
37740206,Innovative thinking of clinical investigation for rare disease drug development.,2023,Journal Article; Review,Orphanet journal of rare diseases
37737892,Neurological manifestation of HEV infection: still a rare disease entity?,2024,Journal Article,Journal of neurology
37737037,Supporting the translation of multiscale research in rare disease.,2023,Journal Article,Disease models & mechanisms
37727410,Persistent suffering: Living experiences of patients with rare disease: An interpretative phenomenological study.,2023,Journal Article,Journal of education and health promotion
37724717,Flexibility in assessment of rare disease technologies via NICE's single technology appraisal route: a thematic analysis.,2023,"Journal Article; Research Support, Non-U.S. Gov't",Journal of comparative effectiveness research
37706079,"Atypical Presentation of Tubulointerstitial Nephritis and Uveitis Syndrome, a Rare Disease.",2023,Case Reports; Journal Article,Journal of vitreoretinal diseases
37697298,Data saves lives: optimising routinely collected clinical data for rare disease research.,2023,"Letter; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
37694555,Crafting representations of rare disease: collage as qualitative inquiry.,2024,Journal Article,Arts & health
37691159,"Multimodal Management With Immunotherapy, Radiation, and Surgery of Histiocytic Sarcoma Following Acute Lymphoblastic Leukemia: An Unusual Presentation of a Rare Disease.",2023,Case Reports; Journal Article,Journal of pediatric hematology/oncology
37689674,Development of a rare disease algorithm to identify persons at risk of Gaucher disease using electronic health records in the United States.,2023,"Journal Article; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
37685481,Activities of Clinical Expertise and Research in a Rare Disease Referral Centre: A Place for Telemedicine beyond the COVID-19 Pandemic?,2023,Journal Article,"Healthcare (Basel, Switzerland)"
37654551,Vesicular Darier's disease: a case report and review of the English literature of a rare disease variant.,2023,Case Reports; Journal Article,SAGE open medical case reports
37649569,The Role of Reflectance Confocal Microscopy in the Diagnosis and Therapeutic Evaluation of Rare Disease Eosinophilic Pustular Folliculitis.,2023,Case Reports; Journal Article,"Clinical, cosmetic and investigational dermatology"
37646626,Not a Rare Disease Anymore? A Case of Ocular Syphilis at the Correctional Facility.,2023,Journal Article,Journal of correctional health care : the official journal of the National Commission on Correctional Health Care
37646577,Artificial intelligence in rare disease diagnosis and treatment.,2023,Journal Article; Review,Clinical and translational science
37644439,Overcoming challenges in rare disease registry integration using the semantic web - a clinical research perspective.,2023,"Letter; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
37621556,Toward representative genomic research: the children's rare disease cohorts experience.,2023,Journal Article,Therapeutic advances in rare disease
37614469,Primary non leukemic myeloid sarcoma of the ureteral wall: a case report of a rare disease.,2023,Case Reports; Journal Article,Journal of surgical case reports
37587458,Rare disease variant curation from literature: assessing gaps with creatine transport deficiency in focus.,2023,Journal Article,BMC genomics
37577678,Critical assessment of variant prioritization methods for rare disease diagnosis within the Rare Genomes Project.,2023,Preprint; Journal Article,medRxiv : the preprint server for health sciences
37568186,Living with a rare disease - experiences and needs in pediatric patients and their parents.,2023,"Multicenter Study; Journal Article; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
37561829,The Evolving Need for Neonatal Care: From the Premature Infant to the Rare Disease.,2023,Editorial,Pediatric annals
37556359,Highlighting rare disease research with a GENETICS and G3 series on genetic models of rare diseases.,2023,Journal Article,"G3 (Bethesda, Md.)"
37556311,Highlighting rare disease research with a GENETICS and G3 series on genetic models of rare diseases.,2023,Journal Article,Genetics
37553850,Integrative omics approaches to advance rare disease diagnostics.,2023,"Journal Article; Review; Research Support, Non-U.S. Gov't",Journal of inherited metabolic disease
37553141,Carcinoid heart disease: another step into the knowledge of a rare disease.,2023,Editorial,Heart (British Cardiac Society)
37551248,A Very Rare Disease of Patent Urachus Cyst With Vesico-Umbilical Urinary Fistula in Adults: A Case Report and Short Review.,2023,Case Reports; Journal Article,Cureus
39516584,Hereditary gastrointestinal polyposis syndromes Rare Disease Collaborative Network consensus statement agreed at the RDCN meeting Birmingham 17th February 2022.,2023,Letter,BJC reports
37532488,"[A Chinese interpretation for the ""ACGS Best Practice Guidelines for Variant Classification in Rare Disease 2020""].",2023,English Abstract; Journal Article; Practice Guideline,Zhonghua yi xue yi chuan xue za zhi = Zhonghua yixue yichuanxue zazhi = Chinese journal of medical genetics
37529076,The IRDiRC Chrysalis Task Force: making rare disease research attractive to companies.,2023,Journal Article,Therapeutic advances in rare disease
37528189,"Genomic testing for rare disease diagnosis-where are we now, and where should we be heading? The reflections of a behavioural scientist.",2023,"Journal Article; Research Support, Non-U.S. Gov't",European journal of human genetics : EJHG
37517917,Advancing Understanding of Inequities in Rare Disease Genomics.,2023,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Clinical therapeutics
37517687,Planning anesthesia of a child with a rare disease: useful tools.,2023,Journal Article; Review,"Anaesthesia, critical care & pain medicine"
37517206,RDDL: A systematic ensemble pipeline tool that streamlines balancing training schemes to reduce the effects of data imbalance in rare-disease-related deep-learning applications.,2023,Review; Journal Article,Computational biology and chemistry
37515692,Understanding Rare Disease Experiences Through the Concept of Morally Problematic Situations.,2024,Journal Article,HEC forum : an interdisciplinary journal on hospitals' ethical and legal issues
37506095,Psychosocial impact at the time of a rare disease diagnosis.,2023,"Journal Article; Research Support, Non-U.S. Gov't",PloS one
37501152,Current state of rare disease registries and databases in Australia: a scoping review.,2023,"Journal Article; Research Support, Non-U.S. Gov't; Scoping Review",Orphanet journal of rare diseases
37487555,REDCap and the National Mesothelioma Virtual Bank-a scalable and sustainable model for rare disease biorepositories.,2023,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, P.H.S.",Journal of the American Medical Informatics Association : JAMIA
37474787,Unveiling the hidden: revisiting the potential of old genetic data for rare disease research.,2023,Journal Article; Comment,European journal of human genetics : EJHG
37474404,Introduction to special issue on rare disease drug discovery.,2023,Editorial,Bioorganic & medicinal chemistry
37450245,Understanding the Ultra-Rare Disease Autosomal Dominant Leukodystrophy: an Updated Review on Morpho-Functional Alterations Found in Experimental Models.,2023,Journal Article; Review,Molecular neurobiology
37431743,A rare disease detected in a school-age child aortopulmonary window with anomalous right coronary artery from the pulmonary artery.,2023,Case Reports; Journal Article,Cardiology in the young
37429704,The new big is small: Leveraging knowledge from small trials for rare disease drug development: Blarcamesine for Rett syndrome.,2023,Journal Article; Review,British journal of clinical pharmacology
37426704,Democratising or disrupting diagnosis? Ethical issues raised by the use of AI tools for rare disease diagnosis.,2023,Journal Article,SSM. Qualitative research in health
37422281,Quantitative Systems Pharmacology for Rare Disease Drug Development.,2023,Journal Article; Review,Journal of pharmaceutical sciences
37414863,The Korean Genetic Diagnosis Program for Rare Disease Phase II: outcomes of a 6-year national project.,2023,"Clinical Trial, Phase II; Journal Article; Research Support, Non-U.S. Gov't",European journal of human genetics : EJHG
37400917,Overview of patients' cohorts in the French National rare disease registry.,2023,"Letter; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
37400642,Multi-omics for better and faster rare disease diagnosis.,2023,Journal Article,Nature medicine
37398215,Rescue of secretion of a rare-disease associated mis-folded mutant glycoprotein in,2023,Preprint; Journal Article,bioRxiv : the preprint server for biology
37397721,Is sub-national healthcare social protection sufficient for protecting rare disease patients? the case of China.,2023,Journal Article; Review,Frontiers in public health
37387061,Digital Analysis of Clinical Screening Criteria for a Rare Disease - Behcet's Disease.,2023,Journal Article,Studies in health technology and informatics
37384616,FindZebra online search delving into rare disease case reports using natural language processing.,2023,Journal Article,PLOS digital health
37353797,Implementation of genomic medicine for rare disease in a tertiary healthcare system: Mayo Clinic Program for Rare and Undiagnosed Diseases (PRaUD).,2023,"Journal Article; Research Support, Non-U.S. Gov't",Journal of translational medicine
37339309,Who Is Responsible for Promoting Equity in Rare Disease Research?,2023,Journal Article; Comment,The American journal of bioethics : AJOB
37339297,"Rare Disease, Advocacy, and Caregiver Burnout.",2023,Journal Article; Comment,The American journal of bioethics : AJOB
37339288,The Other Side of the Self-Advocacy Coin: How For-Profit Companies Can Divert the Path to Justice in Rare Disease.,2023,Journal Article; Comment,The American journal of bioethics : AJOB
37334339,Spontaneous pneumothorax with isolated pulmonary Langerhans cell histiocytosis in an adult case: A common manifestation of rare disease.,2023,Case Reports; Journal Article,Clinical case reports
37323976,A Rare Disease Presentation of Malignant Fungating Acral Melanoma of the Hand.,2023,Case Reports; Journal Article,Journal of hand surgery global online
37308899,"Expansion of India's national child healthcare programme, Rashtriya Bal Swasthya Karyakram (RBSK), for rare disease management : a health policy perspective.",2023,"Journal Article; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
37300273,Leiomyosarcoma of the Inguinal Canal: A Rare Disease.,2023,Journal Article,Journal of the College of Physicians and Surgeons--Pakistan : JCPSP
37297749,Self-Reported Medication Adherence Measured with Morisky Scales in Rare Disease Patients: A Systematic Review and Meta-Analysis.,2023,Journal Article; Review,"Healthcare (Basel, Switzerland)"
37292208,A case report of pulmonary hepatoid adenocarcinoma: promoting standardized diagnosis and treatment of the rare disease.,2023,"Case Reports; Research Support, Non-U.S. Gov't; Journal Article",Frontiers in immunology
37291213,Integrated multi-omics for rapid rare disease diagnosis on a national scale.,2023,"Journal Article; Research Support, Non-U.S. Gov't",Nature medicine
37289681,Deoxycholic Acid for Dercum Disease: Repurposing a Cosmetic Agent to Treat a Rare Disease.,2023,Case Reports; Journal Article,Cutis
37271500,Recruiting for an International Rare Disease Clinical Trial Readiness Study during the COVID-19 pandemic: Challenges and solutions.,2023,"Letter; Research Support, N.I.H., Extramural",Journal of the peripheral nervous system : JPNS
37265602,The vital role of natural history studies in rare disease: insights from X-linked dystonia parkinsonism.,2023,Journal Article,Brain communications
37263874,Diamond-Blackfan anemia in adults: In pursuit of a common approach for a rare disease.,2023,"Journal Article; Review; Research Support, Non-U.S. Gov't",Blood reviews
37248386,Machine learning in rare disease.,2023,Journal Article; Review,Nature methods
37248219,Direct haplotype-resolved 5-base HiFi sequencing for genome-wide profiling of hypermethylation outliers in a rare disease cohort.,2023,Journal Article,Nature communications
37245110,Localized Pulmonary Calcinosis: A Unique Presentation of a Rare Disease.,2023,Case Reports; Journal Article,The Israel Medical Association journal : IMAJ
37234922,Resources and tools for rare disease variant interpretation.,2023,Journal Article; Review,Frontiers in molecular biosciences
37231525,Evaluation of the quality of patient involvement in a patient-led analysis of the lived experience of a rare disease.,2023,Letter,Research involvement and engagement
37229037,"Autoimmune hemolytic anemia, a rare disease in newborns: a case report.",2023,Journal Article,Annals of medicine and surgery (2012)
37226073,[Colonic malakoplakia: Rare disease that can mimic a consuntive syndrome].,2023,Case Reports; English Abstract; Journal Article,Revista de gastroenterologia del Peru : organo oficial de la Sociedad de Gastroenterologia del Peru
37220288,Cutaneous lymphangitis carcinomatosa: a unique presentation of a rare disease.,2023,Case Reports; Journal Article,Dermatology online journal
37204146,"Rare Disease, Advocacy and Justice: Intersecting Disparities in Research and Clinical Care.",2023,Journal Article,The American journal of bioethics : AJOB
37203683,RD-MON - Building a Rare Disease Monitor to Enhance Awareness for Patients with Rare Diseases in Intensive Care.,2023,Journal Article,Studies in health technology and informatics
37198097,Kimura's disease of left axilla- A rare disease in an atypical location.,2023,Letter,Asian journal of surgery
37197559,Emerging roles and opportunities for rare disease patient advocacy groups.,2023,Journal Article,Therapeutic advances in rare disease
37197245,Long Tubular Duplication of the Small Intestine - Lessons Learnt from a Common Presentation of a Rare Disease.,2023,Case Reports; Journal Article,Journal of Indian Association of Pediatric Surgeons
37193741,NCATS's plan to grow the rare disease pipeline.,2023,News,Nature reviews. Drug discovery
37181909,Misdiagnosed psychiatric manifestations in a rare disease: a case report of secondary anxiety syndrome in Cushing's disease.,2023,Case Reports; Journal Article,Frontiers in psychiatry
37157980,Novel LSS variants in alopecia and intellectual disability syndrome: New case report and clinical spectrum of LSS-related rare disease traits.,2023,"Case Reports; Review; Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Clinical genetics
37157123,Hereditary angioedema in cardiac surgery: Perioperative management considerations for a rare disease.,2024,Case Reports; Journal Article,Perfusion
37155167,Perspectives of Rare Disease Experts on Newborn Genome Sequencing.,2023,"Journal Article; Research Support, N.I.H., Extramural; Research Support, N.I.H., Intramural",JAMA network open
37153672,An artificial intelligence-based approach for identifying rare disease patients using retrospective electronic health records applied for Pompe disease.,2023,Journal Article,Frontiers in neurology
37147718,"A systematic overview of rare disease patient registries: challenges in design, quality management, and maintenance.",2023,"Journal Article; Review; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
37147628,Ontology-driven and weakly supervised rare disease identification from clinical notes.,2023,"Journal Article; Research Support, Non-U.S. Gov't",BMC medical informatics and decision making
37147501,Rare-disease researchers pioneer a unique approach to clinical trials.,2023,News,Nature medicine
37144080,Myopericytoma in the corpus cavernosum of the penis: A case report of a rare disease.,2023,Case Reports; Journal Article,IJU case reports
37142887,Embedding Patient-Centricity by Collaborating with Patients to Transform the Rare Disease Ecosystem.,2023,Journal Article,Pharmaceutical medicine
37141855,Confronting complexity in the design and conduct of high-risk rare disease clinical trials.,2023,Editorial,Molecular therapy : the journal of the American Society of Gene Therapy
37131675,"Integrative Rare Disease Biomedical Profile based Network Supporting Drug Repurposing, a case study of Glioblastoma.",2023,Preprint; Journal Article,Research square
37131052,The future of rare disease drug development: the rare disease cures accelerator data analytics platform (RDCA-DAP).,2023,Journal Article; Review,Journal of pharmacokinetics and pharmacodynamics
37123726,Basal Cell Adenoma of the Parotid Gland: A Rare Disease Entity.,2023,Case Reports; Journal Article,Cureus
37123724,Peri-Renal Lymphangiomatosis: A Case Report Presenting a Rare Disease at a Rarer Location.,2023,Case Reports; Journal Article,Cureus
37122608,[Impact of COVID-19 on a rare disease (uveal melanoma) in a national reference unit of intraocular tumors in Spain].,2023,English Abstract; Journal Article,Archivos de la Sociedad Espanola de Oftalmologia
37122037,Strengths and limitations of new artificial intelligence tool for rare disease epidemiology.,2023,Letter; Comment,Journal of translational medicine
37120603,Correction: Precision information extraction for rare disease epidemiology at scale.,2023,Published Erratum,Journal of translational medicine
37120568,Esophageal papillomatosis: an exceedingly rare disease.,2023,"Journal Article; Review; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
37119810,Rare disease research resources at the Rat Genome Database.,2023,"Journal Article; Research Support, N.I.H., Extramural",Genetics
37102025,Rosai-Dorfman: Rare Manifestations of a Rare Disease.,2023,Case Reports; Journal Article,Cureus
37098531,Transition for adolescents with a rare disease: results of a nationwide German project.,2023,"Multicenter Study; Journal Article; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
37091117,"Attitudes Toward Personal Health Data Sharing Among People Living With Sickle Cell Disorder, Exemplar for Study of Rare Disease Populations.",2023,Journal Article,Journal of patient-centered research and reviews
37077092,Fibrolamellar hepatocellular carcinoma presenting as cholestatic jaundice: An unusual presentation of a rare disease.,2023,Case Reports; Journal Article,Indian journal of pathology & microbiology
37075839,Impact of COVID-19 on a rare disease (uveal melanoma) in a national reference unit of intraocular tumors in Spain.,2023,Observational Study; Journal Article,Archivos de la Sociedad Espanola de Oftalmologia
37073846,[Holocarboxylase synthetase deficiency induced by,2023,Case Reports; English Abstract; Journal Article,Zhongguo dang dai er ke za zhi = Chinese journal of contemporary pediatrics
37055647,Rare disease gene mining.,2023,Journal Article,Nature genetics
37034593,Advancing Understanding of Inequities in Rare Disease Genomics.,2023,Preprint; Journal Article,medRxiv : the preprint server for health sciences
37033518,Kikuchi-Fujimoto Disease: A Case of SARS-CoV-2 Infection Triggering the Rare Disease.,2023,Case Reports; Journal Article,Cureus
37029233,Developing a Framework of Cost Elements of Socioeconomic Burden of Rare Disease: A Scoping Review.,2023,"Journal Article; Research Support, Non-U.S. Gov't; Scoping Review",PharmacoEconomics
37020487,Acquired Hemophilia A: A Case Report on a Rare Disease Manifesting as Persistent Hematuria.,2023,Case Reports; Journal Article,Cureus
37011025,Rare disease research powered by empowered patients: solving the zebra puzzle through social media.,2023,"Editorial; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Cancer
37000401,"Co-designing interventions to 'live well': experiences and perceptions of the Genetic, Undiagnosed and Rare Disease (GUaRD) community.",2023,Journal Article,Journal of community genetics
36981643,"Enhancing Equitable Access to Rare Disease Diagnosis and Treatment around the World: A Review of Evidence, Policies, and Challenges.",2023,"Journal Article; Review; Research Support, Non-U.S. Gov't",International journal of environmental research and public health
36973675,"An unusual presentation of a rare disease: acute upper limb ischemia as the presenting symptom of Whipple's Endocarditis, a case report.",2023,Case Reports; Journal Article,BMC infectious diseases
36972997,Lymphomatoid granulomatosis: a rare presentation of a rare disease.,2023,Case Reports; Letter,Internal medicine journal
36967482,A case of metastatic adenoid cystic (basal cell) carcinoma of the prostate: Systemic therapy for a rare disease.,2023,Review; Case Reports; Journal Article,The Prostate
36947507,3D facial analysis for rare disease diagnosis and treatment monitoring: Proof-Of-Concept plan for hereditary angioedema.,2023,Journal Article,PLOS digital health
36947403,Review of economic modeling evidence from NICE appraisals of rare disease treatments for spinal muscular atrophy.,2023,Review; Journal Article,Expert review of pharmacoeconomics & outcomes research
36946479,Rarer Components of a Rare Disease: Accessory Hemidiaphragm and Horseshoe Lung with Scimitar Syndrome; Two Case Reports.,2023,Case Reports; Journal Article,Current medical imaging
36939041,Evaluation of an automated genome interpretation model for rare disease routinely used in a clinical genetic laboratory.,2023,Journal Article,Genetics in medicine : official journal of the American College of Medical Genetics
36928819,"Genetic association analysis of 77,539 genomes reveals rare disease etiologies.",2023,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Nature medicine
36927115,Dynamic use of historical controls in clinical trials for rare disease research: A re-evaluation of the MILES trial.,2023,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Extramural","Clinical trials (London, England)"
36915608,Pancreatic involvement in Erdheim-Chester disease: Rare presentation of a rare disease.,2023,Case Reports; Journal Article,Radiology case reports
36909030,Collagenous Gastritis: An Atypical Presentation of a Rare Disease.,2023,Case Reports; Journal Article,Cureus
36879718,Intraductal Papillary Neoplasm of the Bile Duct: A Rare Disease and Presentation.,2023,Case Reports; Journal Article,Cureus
36874342,Adrenal Schwannoma: Case Description and Diagnostic Pointers of a Rare Disease.,2023,Case Reports; Journal Article,Cureus
36870886,"Merkel cell carcinoma: epidemiology, clinical features, diagnosis and treatment of a rare disease.",2023,Journal Article,Anais brasileiros de dermatologia
36868105,Drug repurposing of propafenone to discover novel anti-tumor agents by impairing homologous recombination to delay DNA damage recovery of rare disease conjunctival melanoma.,2023,Journal Article,European journal of medicinal chemistry
36862438,PI3king apart a rare disease with targeted therapy.,2023,Editorial; Comment,Blood
36860634,Acute Kidney Injury Associated with Severe Hypouricemia Caused By a Novel,2022,Journal Article,Journal of translational internal medicine
36855134,Precision information extraction for rare disease epidemiology at scale.,2023,"Journal Article; Research Support, N.I.H., Extramural; Research Support, N.I.H., Intramural",Journal of translational medicine
36854838,Patient engagement and involvement in rare disease research.,2023,Interview,Communications medicine
36849404,Proteus Syndrome: A Rare Disease Of Disproportionate And Asymmetric Overgrowth Of Connective Tissue.,2023,Case Reports; Journal Article,"Journal of Ayub Medical College, Abbottabad : JAMC"
36848568,Rare disease informs mechanism and possible treatment of statin-associated myopathy.,2023,Journal Article; Comment,Proceedings of the National Academy of Sciences of the United States of America
36848389,Sub-cellular level resolution of common genetic variation in the photoreceptor layer identifies continuum between rare disease and common variation.,2023,"Journal Article; Research Support, Non-U.S. Gov't",PLoS genetics
36844013,Advancing rare disease policy in Latin America: a call to action.,2023,Journal Article; Review,Lancet regional health. Americas
36819666,"Reactive gene curation to support interpretation and reporting of a clinical genome test for rare disease: Experience from over 1,000 cases.",2023,Journal Article,Cell genomics
36818797,Localised colonic AL amyloidosis: a rare manifestation of a rare disease.,2023,Case Reports; Journal Article,Frontline gastroenterology
