ORPHAcode,nombre_enfermedad
89842,"Autosomal recessive generalized dystrophic epidermolysis bullosa, intermediate form"
89843,Dystrophic epidermolysis bullosa pruriginosa
89844,"Lissencephaly syndrome, Norman-Roberts type"
89936,X-linked hypophosphatemia
89937,Autosomal dominant hypophosphatemic rickets
89938,Bartter syndrome type 4
90000,Erythema elevatum diutinum
90001,X-linked cone dysfunction syndrome with myopia
90002,Undifferentiated connective tissue syndrome
90003,Inflammatory pseudotumor of the liver
90020,Parkinson-dementia complex of Guam
90021,Radiation myelitis
90023,Primary immunodeficiency syndrome due to P14/LAMTOR2 deficiency
90024,"Deafness with labyrinthine aplasia, microtia, and microdontia"
90025,Non-syndromic syndactyly
90026,Primary erythromelalgia
90030,Hemolytic anemia due to glutathione reductase deficiency
90031,Non-spherocytic hemolytic anemia due to hexokinase deficiency
90033,"Autoimmune hemolytic anemia, warm type"
90035,Paroxysmal cold hemoglobinuria
90036,Mixed-type autoimmune hemolytic anemia
90037,Drug-induced autoimmune hemolytic anemia
90038,Shiga toxin-associated hemolytic uremic syndrome
90039,Hemoglobin D disease
90041,Gaisböck syndrome
90042,Primary familial polycythemia
90044,Familial pseudohyperkalemia
90045,Hereditary folate malabsorption
90050,Retinopathy of prematurity
90051,Sepsis in premature infants
90052,Recurrent hepatitis C virus induced liver disease in liver transplant recipients
90053,Complications after hematopoietic stem cell transplantation
90056,Moderate and severe traumatic brain injury
90058,Spinal cord injury
90059,Sudden sensorineural hearing loss
90060,Diffuse alveolar hemorrhage
90061,Non-infectious posterior uveitis
90062,Acute liver failure
90064,Acute peripheral arterial occlusion
90065,Acquired aneurysmal subarachnoid hemorrhage
90066,Pneumonia caused by Pseudomonas aeruginosa infection
90068,Cocaine intoxication
90069,Systemic monochloroacetate poisoning
90073,Hepatitis B reinfection following liver transplantation
90076,Partial deep dermal and full thickness burns
90077,Other acquired skin disease
90078,Invasive infections due to vancomycin-resistant enterococci
90080,Scarring in glaucoma filtration surgical procedures
90081,AIDS wasting syndrome
90103,Charcot-Marie-Tooth disease-deafness-intellectual disability syndrome
90114,Autosomal dominant intermediate Charcot-Marie-Tooth disease
90117,"Hereditary motor and sensory neuropathy, Okinawa type"
90118,Severe early-onset axonal neuropathy due to MFN2 deficiency
90119,Hereditary motor and sensory neuropathy with acrodystrophy
90120,Hereditary motor and sensory neuropathy type 6
90153,Mandibuloacral dysplasia with type A lipodystrophy
90154,Mandibuloacral dysplasia with type B lipodystrophy
90156,Centrifugal lipodystrophy
90157,Drug-induced localized lipodystrophy
90158,Idiopathic localized lipodystrophy
90159,Panniculitis-induced localized lipodystrophy
90160,Pressure-induced localized lipoatrophy
90186,Meige disease
90280,Chilblain lupus
90281,Discoid lupus erythematosus
90282,Hypertrophic or verrucous lupus erythematosus
90283,Lupus erythematosus tumidus
90285,Lupus erythematosus panniculitis
90289,Localized scleroderma
90291,Systemic sclerosis
90301,Acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome
90307,Parkes Weber syndrome
90308,Klippel-Trénaunay syndrome
90321,Cockayne syndrome type 1
90322,Cockayne syndrome type 2
90324,Cockayne syndrome type 3
90340,Blau syndrome
90342,Xeroderma pigmentosum variant
90348,Autosomal dominant cutis laxa
90349,Autosomal recessive cutis laxa type 1
90350,Autosomal recessive cutis laxa type 2
90354,Brittle cornea syndrome
90362,Primary intestinal lymphangiectasia
90363,Secondary intestinal lymphangiectasia
90368,Hypotrichosis simplex of the scalp
90389,Telangiectasia macularis eruptiva perstans
90390,Anonychia-onychodystrophy syndrome
90393,Nodular lichen myxedematosus
90394,Discrete papular lichen myxedematosus
90395,Papular mucinosis of infancy
90396,Acral persistent papular mucinosis
90397,Self-healing papular mucinosis
90398,Localized lichen myxedematosus with mixed features of different subtypes
90399,Localized lichen myxedematosus with monoclonal gammopathy or systemic symptoms
90400,Scleromyxedema without monoclonal gammopathy
90625,Rare X-linked non-syndromic sensorineural deafness type DFN
90635,Rare autosomal dominant non-syndromic sensorineural deafness type DFNA
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB
90641,Rare mitochondrial non-syndromic sensorineural deafness
90642,Syndromic genetic deafness
90646,Deafness-hypogonadism syndrome
90647,Jervell and Lange-Nielsen syndrome
90650,Otopalatodigital syndrome type 1
90652,Otopalatodigital syndrome type 2
90653,Stickler syndrome type 1
90654,Stickler syndrome type 2
90658,Charcot-Marie-Tooth disease type 1E
90673,Hypothyroidism due to TSH receptor mutations
90674,Isolated thyroid-stimulating hormone deficiency
90692,Rare endocrine growth disease
90695,Non-acquired panhypopituitarism
90771,Difference of sex development
90776,"46,XX difference of sex development induced by fetal androgens excess"
90783,"46,XY difference of sex development due to a testosterone synthesis defect"
90786,"46,XY difference of sex development due to adrenal and testicular steroidogenesis defect"
90787,"46,XY difference of sex development due to testicular steroidogenesis defect"
90790,Congenital lipoid adrenal hyperplasia due to STAR deficency
90791,Congenital adrenal hyperplasia due to 3-beta-hydroxysteroid dehydrogenase deficiency
90793,Congenital adrenal hyperplasia due to 17-alpha-hydroxylase deficiency
90794,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency
90795,Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency
90796,"46,XY difference of sex development due to isolated 17,20-lyase deficiency"
90797,Partial androgen insensitivity syndrome
90970,Primary lipodystrophy
91024,Autosomal recessive axonal hereditary motor and sensory neuropathy
91088,Other metabolic disease
91127,Adenovirus infection in immunocompromised patients
91130,Cardiomyopathy-hypotonia-lactic acidosis syndrome
91131,DK1-CDG
91132,Ichthyosis-hypotrichosis syndrome
91135,Body skin hyperlaxity due to vitamin K-dependent coagulation factor deficiency
91136,Acquired monoclonal Ig light chain-associated Fanconi syndrome
91137,Immunotactoid or fibrillary glomerulopathy
91138,Cryoglobulinemic vasculitis
91139,Simple cryoglobulinemia
91140,Unspecified juvenile idiopathic arthritis
91144,"46,XX difference of sex development induced by maternal-derived androgen"
91347,TSH-secreting pituitary adenoma
91348,Functioning gonadotropic adenoma
91349,Non-functioning pituitary adenoma
91350,Pituitary deficiency due to Rathke cleft cysts
91351,Pituitary dermoid and epidermoid cysts
91352,Germinoma of the central nervous system
91354,Pituitary deficiency due to empty sella turcica syndrome
91355,Sheehan syndrome
91357,Duplication of the esophagus
91358,Congenital esophageal diverticulum
91359,Chronic pneumonitis of infancy
91364,Non-specific interstitial pneumonia
91378,Hereditary angioedema
91385,Acquired angioedema
91387,Familial thoracic aortic aneurysm and aortic dissection
91396,Isolated cryptophthalmia
91397,Isolated ankyloblepharon filiforme adnatum
91411,Congenital ptosis
91412,Marcus-Gunn syndrome
91413,Congenital Horner syndrome
91414,Pilomatrixoma
91416,Isolated congenital alacrima
91481,Ring dermoid of cornea
91483,Rieger anomaly
91489,Isolated congenital megalocornea
91490,Isolated congenital sclerocornea
91491,Congenital ectropion uveae
91492,Early onset non-syndromic cataract
91494,Macular coloboma-cleft palate-hallux valgus syndrome
91495,Persistent hyperplastic primary vitreous
91496,Snowflake vitreoretinal degeneration
91498,Familial congenital palsy of trochlear nerve
91500,Tubulointerstitial nephritis and uveitis syndrome
91546,Lyme disease
91547,Relapsing fever
92050,Congenital tufting enteropathy
93100,"Renal agenesis, unilateral"
93101,Renal hypoplasia
93108,Renal dysplasia
93109,Congenital megacalycosis
93110,Posterior urethral valve
93111,HNF1B-related autosomal dominant tubulointerstitial kidney disease
93114,Autosomal dominant intermediate Charcot-Marie-Tooth disease type E
93126,Pauci-immune glomerulonephritis
93160,Hypocalcemic vitamin D-resistant rickets
93164,Transient pseudohypoaldosteronism
93172,"Renal dysplasia, unilateral"
93173,"Renal dysplasia, bilateral"
93176,Unilateral congenital megacalycosis
93177,Congenital bilateral megacalycosis
93256,Fragile X-associated tremor/ataxia syndrome
93258,Pfeiffer syndrome type 1
93259,Pfeiffer syndrome type 2
93260,Pfeiffer syndrome type 3
93262,Crouzon syndrome-acanthosis nigricans syndrome
93267,Cloverleaf skull-multiple congenital anomalies syndrome
93268,"Short rib-polydactyly syndrome, Beemer-Langer type"
93269,"Short rib-polydactyly syndrome, Majewski type"
93270,"Short rib-polydactyly syndrome, Saldino-Noonan type"
93271,"Short rib-polydactyly syndrome, Verma-Naumoff type"
93274,Thanatophoric dysplasia type 2
93276,Polyostotic fibrous dysplasia
93277,Monostotic fibrous dysplasia
93279,Mild spondyloepiphyseal dysplasia due to COL2A1 mutation with early-onset osteoarthritis
93282,"Spondyloepimetaphyseal dysplasia, PAPSS2 type"
93283,"Spondyloepiphyseal dysplasia, Kimberley type"
93284,Spondyloepiphyseal dysplasia tarda
93292,Adenoma of pancreas
93293,Okihiro syndrome
93296,Achondrogenesis type 2
93297,Hypochondrogenesis
93298,Achondrogenesis type 1B
93299,Achondrogenesis type 1A
93302,"Brachyolmia, Maroteaux type"
93304,Autosomal dominant brachyolmia
93307,Multiple epiphyseal dysplasia type 4
93308,Multiple epiphyseal dysplasia type 1
93311,Multiple epiphyseal dysplasia type 5
93314,"Spondylometaphyseal dysplasia, Kozlowski type"
93315,"Spondylometaphyseal dysplasia, 'corner fracture' type"
93316,"Spondylometaphyseal dysplasia, Schmidt type"
93317,"Spondylometaphyseal dysplasia, Sedaghatian type"
93320,Isolated ulnar hemimelia
93321,Isolated radial hemimelia
93322,Isolated tibial hemimelia
93323,Isolated fibular hemimelia
93324,Autosomal recessive Kenny-Caffey syndrome
93325,Autosomal dominant Kenny-Caffey syndrome
93328,Autosomal dominant omodysplasia
93329,Autosomal recessive omodysplasia
93333,Pelviscapular dysplasia
93334,Postaxial polydactyly type A
93335,Postaxial polydactyly type B
93336,Polydactyly of a triphalangeal thumb
93337,Polydactyly of an index finger
93338,Polysyndactyly
93339,Polydactyly of a biphalangeal thumb and/or hallux
93346,"Spondyloepimetaphyseal dysplasia congenita, Strudwick type"
93347,Anauxetic dysplasia
93349,X-linked spondyloepimetaphyseal dysplasia
93351,"Spondyloepimetaphyseal dysplasia, Irapa type"
93352,"Spondyloepimetaphyseal dysplasia, Shohat type"
93356,"Spondyloepimetaphyseal dysplasia, Missouri type"
93357,SPONASTRIME dysplasia
93358,Spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome
93360,"Spondyloepimetaphyseal dysplasia with joint laxity, leptodactylic type"
93372,Familial hypocalciuric hypercalcemia type 1
93382,Brachydactyly type A6
93383,Brachydactyly type B
93384,Brachydactyly type C
93387,Brachydactyly type E
93388,Brachydactyly type A1
93394,Brachydactyly type A4
93396,Brachydactyly type A2
93397,Brachydactyly type A7
93398,Genochondromatosis type 2
93399,Juvenile sialidosis type 2
93400,Congenital sialidosis type 2
93402,Syndactyly type 1
93403,Syndactyly type 2
93404,Syndactyly type 3
93405,Syndactyly type 4
93406,Syndactyly type 5
93409,"Brachydactyly-syndactyly, Zhao type"
93419,Rare bone disease
93420,FGFR3-related chondrodysplasia
93421,Type 2 collagen-related bone disorder
93422,Type 11 collagen-related bone disorder
93423,Sulfation-related bone disorder
93425,Filamin-related bone disorder
93426,Ciliopathies with major skeletal involvement
93429,Multiple epiphyseal dysplasia and pseudoachondroplasia
93430,Multiple metaphyseal dysplasia
93434,Spondylodysplastic dysplasia
93436,Acromelic dysplasia
93437,Acromesomelic dysplasia
93438,Mesomelic and rhizo-mesomelic dysplasia
93439,Campomelic dysplasia and related disorders
93440,Slender bone dysplasia
93441,Primary bone dysplasia with multiple joint dislocations
93442,Chondrodysplasia punctata
93443,Neonatal osteosclerotic dysplasia
93444,Primary bone dysplasia with increased bone density
93446,Primary bone dysplasia with decreased bone density
93447,Primary bone dysplasia with defective bone mineralization
93448,Lysosomal storage disease with skeletal involvement
93449,Primary osteolysis
93450,Primary bone dysplasia with disorganized development of skeletal components
93451,Cleidocranial dysplasia and isolated cranial ossification defect
93453,Dysostosis with predominant craniofacial involvement
93454,Dysostosis with predominant vertebral and costal involvement
93455,Patellar dysostosis
93457,Non-syndromic limb reduction defect
93458,"Non-syndromic polydactyly, syndactyly and/or hyperphalangy"
93459,Syndrome with synostosis or other joint formation defect
93460,Overgrowth syndrome
93461,Chromosomal disease with overgrowth
93465,Lethal chondrodysplasia
93473,Hurler syndrome
93474,Scheie syndrome
93476,Hurler-Scheie syndrome
93545,Renal or urinary tract malformation
93546,Non-syndromic renal or urinary tract malformation
93547,Syndromic renal or urinary tract malformation
93548,Glomerular disease
93552,Pediatric systemic lupus erythematosus
93554,Mixed cryoglobulinemia type II
93555,Mixed cryoglobulinemia type III
93556,Heavy chain deposition disease
93557,Light and heavy chain deposition disease
93558,Light chain deposition disease
93560,AApoAI amyloidosis
93561,ALys amyloidosis
93562,AFib amyloidosis
93568,Juvenile polymyositis
93571,Dense deposit disease
93573,Thrombotic microangiopathy
93581,Atypical hemolytic uremic syndrome with anti-factor H antibodies
93583,Congenital thrombotic thrombocytopenic purpura
93585,Immune-mediated thrombotic thrombocytopenic purpura
93587,Genetic cystic renal disease
93589,Late-onset nephronophthisis
93591,Infantile nephronophthisis
93592,Juvenile nephronophthisis
93593,Nephropathy secondary to a storage or other metabolic disease
93598,Primary hyperoxaluria type 1
93599,Primary hyperoxaluria type 2
93600,Primary hyperoxaluria type 3
93601,Xanthinuria type I
93602,Xanthinuria type II
93603,Rare renal tubular disease
93605,Bartter syndrome type 3
93606,Nephrogenic syndrome of inappropriate antidiuresis
93607,Autosomal recessive proximal renal tubular acidosis
93608,Autosomal dominant distal renal tubular acidosis
93610,Distal renal tubular acidosis with anemia
93612,Cystinuria type A
93613,Cystinuria type B
93614,Hematological disorder with renal involvement
93616,Hemoglobin H disease
93618,Rare cause of hypertension
93619,Rare renal tumor
93622,Dent disease type 1
93623,Dent disease type 2
93626,Rare renal disease
93665,Autoinflammatory syndrome
93672,Juvenile dermatomyositis
93685,Unicentric Castleman disease
93890,Rare developmental defect during embryogenesis
93921,Full schwannomatosis
93924,Lobar holoprosencephaly
93925,Alobar holoprosencephaly
93926,Midline interhemispheric variant of holoprosencephaly
