data,AverageAgeOfOnset,Date,DisorderGroup,ORPHAcode,OrphanetURL,Preferred term,TypeOfInheritance,Typology
254351,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,254351,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254351,Distal 7q11.23 microdeletion syndrome,"['Autosomal dominant', 'Not applicable']",Malformation syndrome
254361,['Childhood'],2024-12-03 07:13:23,Disorder,254361,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254361,Plectin-related limb-girdle muscular dystrophy R17,['Autosomal recessive'],Disease
254367,['All ages'],2024-12-03 07:13:23,Group of disorders,254367,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254367,Rare lichen planus,,Category
254379,['All ages'],2024-12-03 07:13:23,Disorder,254379,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254379,Linear lichen planus,,Disease
254395,['All ages'],2024-12-03 07:13:23,Disorder,254395,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254395,Actinic lichen planus,,Disease
254411,['Adult'],2024-12-03 07:13:23,Disorder,254411,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254411,Annular atrophic lichen planus,,Disease
254424,['All ages'],2024-12-03 07:13:23,Disorder,254424,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254424,Annular lichen planus,,Disease
254449,['All ages'],2024-12-03 07:13:23,Disorder,254449,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254449,Atrophic lichen planus,,Disease
254463,['Adult'],2024-12-03 07:13:23,Disorder,254463,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254463,Lichen planus pigmentosus,,Disease
254478,['All ages'],2024-12-03 07:13:23,Disorder,254478,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254478,Lichen planus pemphigoides,,Disease
254492,['Adult'],2024-12-03 07:13:23,Disorder,254492,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254492,Frontal fibrosing alopecia,,Disease
254504,['Adult'],2024-12-03 07:13:23,Subtype of disorder,254504,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254504,Inhalational botulism,,Clinical subtype
254509,['All ages'],2024-12-03 07:13:23,Subtype of disorder,254509,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254509,Iatrogenic botulism,,Clinical subtype
254516,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,254516,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254516,Temple syndrome,"['Autosomal dominant', 'Not applicable']",Malformation syndrome
254519,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,254519,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254519,Kagami-Ogata syndrome,"['Autosomal dominant', 'Not applicable']",Malformation syndrome
254525,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,254525,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254525,Temple syndrome due to paternal 14q32.2 microdeletion,"['Autosomal dominant', 'Not applicable']",Etiological subtype
254528,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,254528,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254528,Kagami-Ogata syndrome due to maternal 14q32.2 microdeletion,"['Autosomal dominant', 'Not applicable']",Etiological subtype
254531,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,254531,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254531,Temple syndrome due to paternal 14q32.2 hypomethylation,"['Autosomal dominant', 'Not applicable']",Etiological subtype
254534,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,254534,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254534,Kagami-Ogata syndrome due to maternal 14q32.2 hypermethylation,"['Autosomal dominant', 'Not applicable']",Etiological subtype
254688,['Adult'],2024-12-03 07:13:23,Subtype of disorder,254688,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254688,Complete hydatidiform mole,"['Autosomal recessive', 'Not applicable']",Clinical subtype
254693,['Adult'],2024-12-03 07:13:23,Subtype of disorder,254693,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254693,Partial hydatidiform mole,['Not applicable'],Clinical subtype
254698,['Adult'],2024-12-03 07:13:23,Disorder,254698,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254698,Epithelioid trophoblastic tumor,['Not applicable'],Disease
254704,['No data available'],2024-12-03 07:13:23,Disorder,254704,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254704,Genetic hyperferritinemia without iron overload,"['Autosomal dominant', 'Autosomal recessive']",Biological anomaly
254788,,2024-12-03 07:13:23,Group of disorders,254788,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254788,Mitochondrial DNA-related mitochondrial myopathy,['Mitochondrial inheritance'],Clinical group
254803,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Group of disorders,254803,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254803,"Mitochondrial DNA depletion syndrome, encephalomyopathic form",['Autosomal recessive'],Clinical group
254837,,2024-12-03 07:13:23,Group of disorders,254837,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254837,Unspecified mitochondrial disorder,"['Autosomal recessive', 'X-linked recessive']",Clinical group
254851,['Childhood'],2024-12-03 07:13:23,Disorder,254851,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254851,Mitochondrial DNA-related dystonia,['Mitochondrial inheritance'],Disease
254854,"['Adolescent', 'Childhood']",2024-12-03 07:13:23,Disorder,254854,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254854,Pure mitochondrial myopathy,['Mitochondrial inheritance'],Disease
254857,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,254857,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254857,Lethal infantile mitochondrial myopathy,['Mitochondrial inheritance'],Disease
254864,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,254864,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254864,Mitochondrial myopathy with reversible cytochrome C oxidase deficiency,['Mitochondrial inheritance'],Disease
254871,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Group of disorders,254871,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254871,"Mitochondrial DNA depletion syndrome, hepatocerebral form",['Autosomal recessive'],Clinical group
254875,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,254875,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254875,"Mitochondrial DNA depletion syndrome, myopathic form",['Autosomal recessive'],Disease
254881,"['Adolescent', 'Childhood']",2024-12-03 07:13:23,Disorder,254881,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254881,Spinocerebellar ataxia with epilepsy,['Autosomal recessive'],Disease
254886,['All ages'],2024-12-03 07:13:23,Disorder,254886,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254886,Autosomal recessive progressive external ophthalmoplegia,['Autosomal recessive'],Disease
254892,"['Adolescent', 'Adult']",2024-12-03 07:13:23,Disorder,254892,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254892,Autosomal dominant progressive external ophthalmoplegia,['Autosomal dominant'],Disease
254898,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,254898,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254898,Deafness-encephaloneuropathy-obesity-valvulopathy syndrome,['Autosomal recessive'],Disease
254902,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,254902,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254902,Renal tubulopathy-encephalopathy-liver failure syndrome,['Autosomal recessive'],Disease
254905,,2024-12-03 07:13:23,Disorder,254905,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254905,Isolated cytochrome C oxidase deficiency,"['Autosomal recessive', 'Mitochondrial inheritance']",Disease
254913,['Neonatal'],2024-12-03 07:13:23,Disorder,254913,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254913,Isolated ATP synthase deficiency,['Autosomal recessive'],Disease
254920,['Neonatal'],2024-12-03 07:13:23,Disorder,254920,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254920,Combined oxidative phosphorylation defect type 2,['Autosomal recessive'],Disease
254925,['Neonatal'],2024-12-03 07:13:23,Disorder,254925,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254925,Combined oxidative phosphorylation defect type 4,['Autosomal recessive'],Disease
254930,"['Childhood', 'Infancy']",2024-12-03 07:13:23,Disorder,254930,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=254930,Combined oxidative phosphorylation defect type 7,['Autosomal recessive'],Disease
255132,['Adult'],2024-12-03 07:13:23,Disorder,255132,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=255132,Adult-onset autosomal recessive sideroblastic anemia,['Autosomal recessive'],Disease
255138,['Childhood'],2024-12-03 07:13:23,Subtype of disorder,255138,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=255138,Pyruvate dehydrogenase E1-beta deficiency,['Autosomal recessive'],Clinical subtype
255182,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,255182,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=255182,Pyruvate dehydrogenase E3-binding protein deficiency,['Autosomal recessive'],Clinical subtype
255210,"['Childhood', 'Infancy']",2024-12-03 07:13:23,Disorder,255210,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=255210,Mitochondrial DNA-associated Leigh syndrome,['Mitochondrial inheritance'],Disease
255229,"['Childhood', 'Infancy']",2024-12-03 07:13:23,Disorder,255229,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=255229,Navajo neurohepatopathy,['Autosomal recessive'],Disease
255235,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,255235,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=255235,"Mitochondrial DNA depletion syndrome, encephalomyopathic form with renal tubulopathy",['Autosomal recessive'],Disease
260305,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,260305,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=260305,Autosomal recessive sideroblastic anemia,['Autosomal recessive'],Disease
261102,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,261102,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261102,Distal 7q11.23 microduplication syndrome,,Malformation syndrome
261112,"['Antenatal', 'Neonatal']",2024-12-03 07:13:23,Disorder,261112,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261112,Monosomy 9p syndrome,,Malformation syndrome
261120,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,261120,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261120,14q11.2 microdeletion syndrome,"['Not applicable', 'Unknown']",Malformation syndrome
261144,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,261144,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261144,FOXG1 syndrome due to 14q12 microdeletion,['Not applicable'],Clinical subtype
261183,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,261183,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261183,15q11.2 microdeletion syndrome,['Not applicable'],Malformation syndrome
261190,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,261190,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261190,Cleft palate-congenital heart defect-intellectual disability syndrome due to 15q14 microdeletion,"['Not applicable', 'Unknown']",Clinical subtype
261197,['Childhood'],2024-12-03 07:13:23,Disorder,261197,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261197,Proximal 16p11.2 microdeletion syndrome,"['Autosomal dominant', 'Not applicable']",Malformation syndrome
261204,"['Antenatal', 'Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,261204,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261204,16p11.2p12.2 microduplication syndrome,,Malformation syndrome
261211,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,261211,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261211,16p11.2p12.2 microdeletion syndrome,"['Not applicable', 'Unknown']",Malformation syndrome
261222,"['Antenatal', 'Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,261222,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261222,Distal 16p11.2 microdeletion syndrome,['Not applicable'],Malformation syndrome
261229,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,261229,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261229,14q11.2 microduplication syndrome,,Malformation syndrome
261236,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,261236,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261236,16p13.11 microdeletion syndrome,"['Autosomal dominant', 'Not applicable']",Malformation syndrome
261243,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,261243,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261243,16p13.11 microduplication syndrome,"['Not applicable', 'Unknown']",Malformation syndrome
261250,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,261250,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261250,16q24.3 microdeletion syndrome,"['Not applicable', 'Unknown']",Malformation syndrome
261257,"['Antenatal', 'Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,261257,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261257,Distal 17p13.3 microdeletion syndrome,['Not applicable'],Malformation syndrome
261265,"['Antenatal', 'Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,261265,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261265,17q12 microdeletion syndrome,['Not applicable'],Malformation syndrome
261272,"['Antenatal', 'Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,261272,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261272,17q12 microduplication syndrome,,Malformation syndrome
261279,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,261279,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261279,17q23.1q23.2 microdeletion syndrome,"['Not applicable', 'Unknown']",Malformation syndrome
261290,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,261290,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261290,Trisomy 17p syndrome,"['Not applicable', 'Unknown']",Malformation syndrome
261295,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,261295,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261295,20p12.3 microdeletion syndrome,"['Not applicable', 'Unknown']",Malformation syndrome
261304,"['Antenatal', 'Neonatal']",2024-12-03 07:13:23,Disorder,261304,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261304,Paternal 20q13.2q13.3 microdeletion syndrome,['Not applicable'],Malformation syndrome
261311,['Neonatal'],2024-12-03 07:13:23,Disorder,261311,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261311,20q13.33 microdeletion syndrome,['Not applicable'],Malformation syndrome
261318,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,261318,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261318,Trisomy 20p syndrome,"['Not applicable', 'Unknown']",Malformation syndrome
261323,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,261323,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261323,21q22.11q22.12 microdeletion syndrome,['Not applicable'],Malformation syndrome
261330,['Neonatal'],2024-12-03 07:13:23,Disorder,261330,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261330,Distal 22q11.2 microdeletion syndrome,['Autosomal dominant'],Malformation syndrome
261337,"['Antenatal', 'Childhood', 'Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,261337,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261337,Distal 22q11.2 microduplication syndrome,['Autosomal dominant'],Malformation syndrome
261344,"['Antenatal', 'Neonatal']",2024-12-03 07:13:23,Disorder,261344,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261344,Trisomy 1q syndrome,,Malformation syndrome
261349,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,261349,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261349,2p15p16.1 microdeletion syndrome,['Not applicable'],Malformation syndrome
261476,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,261476,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261476,Xp21 deletion syndrome,,Disease
261483,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,261483,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261483,Xq27.3q28 duplication syndrome,['X-linked recessive'],Malformation syndrome
261494,['Neonatal'],2024-12-03 07:13:23,Disorder,261494,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261494,Kleefstra syndrome,['Autosomal dominant'],Malformation syndrome
261501,['Neonatal'],2024-12-03 07:13:23,Disorder,261501,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261501,Atypical Norrie disease due to Xp11.3 microdeletion,['Not applicable'],Malformation syndrome
261519,['Neonatal'],2024-12-03 07:13:23,Disorder,261519,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261519,Maternal uniparental disomy of chromosome X syndrome,,Malformation syndrome
261524,['Neonatal'],2024-12-03 07:13:23,Disorder,261524,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261524,Paternal uniparental disomy of chromosome X syndrome,,Malformation syndrome
261529,['Neonatal'],2024-12-03 07:13:23,Disorder,261529,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261529,Ring chromosome Y syndrome,,Malformation syndrome
261534,['Neonatal'],2024-12-03 07:13:23,Disorder,261534,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261534,"49,XXXYY syndrome",,Malformation syndrome
261537,"['Antenatal', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,261537,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261537,Mowat-Wilson syndrome due to monosomy 2q22,,Etiological subtype
261552,"['Antenatal', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,261552,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261552,Mowat-Wilson syndrome due to a ZEB2 point mutation,,Etiological subtype
261584,['Adult'],2024-12-03 07:13:23,Subtype of disorder,261584,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261584,Familial adenomatous polyposis due to 5q22.2 microdeletion,['Not applicable'],Etiological subtype
261600,,2024-12-03 07:13:23,Subtype of disorder,261600,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261600,Alagille syndrome due to 20p12 microdeletion,['Not applicable'],Etiological subtype
261638,,2024-12-03 07:13:23,Subtype of disorder,261638,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261638,Okihiro syndrome due to 20q13 microdeletion,['Not applicable'],Etiological subtype
261652,['Neonatal'],2024-12-03 07:13:23,Subtype of disorder,261652,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261652,Kleefstra syndrome due to a point mutation,,Etiological subtype
261911,['Antenatal'],2024-12-03 07:13:23,Group of disorders,261911,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261911,Partial deletion of the short arm of chromosome 7 syndrome,,Category
263297,['Childhood'],2024-12-03 07:13:23,Disorder,263297,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263297,Glycogen storage disease with severe cardiomyopathy due to glycogenin deficiency,['Autosomal recessive'],Disease
263310,['Adult'],2024-12-03 07:13:23,Subtype of disorder,263310,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263310,Thymoma type A,['Not applicable'],Histopathological subtype
263317,['Adult'],2024-12-03 07:13:23,Subtype of disorder,263317,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263317,Thymoma type B,['Not applicable'],Histopathological subtype
263324,['Adult'],2024-12-03 07:13:23,Subtype of disorder,263324,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263324,Thymoma type AB,['Not applicable'],Histopathological subtype
263331,['Adult'],2024-12-03 07:13:23,Subtype of disorder,263331,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263331,Well-differentiated thymic neuroendocrine carcinoma,['Not applicable'],Histopathological subtype
263335,['Adult'],2024-12-03 07:13:23,Subtype of disorder,263335,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263335,Moderately-differentiated thymic neuroendocrine carcinoma,['Not applicable'],Histopathological subtype
263339,['Adult'],2024-12-03 07:13:23,Subtype of disorder,263339,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263339,Poorly differentiated thymic neuroendocrine carcinoma,['Not applicable'],Histopathological subtype
263347,['Childhood'],2024-12-03 07:13:23,Disorder,263347,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263347,MRCS syndrome,['Autosomal dominant'],Disease
263352,['All ages'],2024-12-03 07:13:23,Disorder,263352,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263352,Postcardiotomy right ventricular failure,['Not applicable'],Particular clinical situation in a disease or syndrome
263410,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,263410,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263410,Infantile spasms-psychomotor retardation-progressive brain atrophy-basal ganglia disease syndrome,['Autosomal recessive'],Disease
263413,['Adult'],2024-12-03 07:13:23,Disorder,263413,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263413,Angiosarcoma,['Not applicable'],Disease
263425,['All ages'],2024-12-03 07:13:23,Disorder,263425,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263425,Nevus of Ota,['Not applicable'],Disease
263432,['All ages'],2024-12-03 07:13:23,Disorder,263432,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263432,Nevus of Ito,['Not applicable'],Disease
263435,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,263435,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263435,Congenital smooth muscle hamartoma,['Not applicable'],Disease
263455,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,263455,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263455,Congenital hyperinsulinism due to HNF4A deficiency,['Autosomal dominant'],Disease
263458,"['Adolescent', 'Adult']",2024-12-03 07:13:23,Disorder,263458,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263458,Hyperinsulinism due to INSR deficiency,['Autosomal dominant'],Disease
263463,"['Antenatal', 'Neonatal']",2024-12-03 07:13:23,Disorder,263463,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263463,CHST3-related skeletal dysplasia,['Autosomal recessive'],Disease
263479,['Adult'],2024-12-03 07:13:23,Disorder,263479,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263479,Fuchs heterochromic iridocyclitis,,Disease
263482,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,263482,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263482,"Spondyloepimetaphyseal dysplasia, Maroteaux type",['Not applicable'],Disease
263487,['Childhood'],2024-12-03 07:13:23,Disorder,263487,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263487,COG5-CDG,['Autosomal recessive'],Disease
263494,['Childhood'],2024-12-03 07:13:23,Disorder,263494,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263494,DPM3-CDG,['Autosomal recessive'],Disease
263501,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,263501,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263501,COG4-CDG,['Autosomal recessive'],Disease
263508,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,263508,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263508,COG1-CDG,['Autosomal recessive'],Disease
263516,"['Childhood', 'Infancy']",2024-12-03 07:13:23,Disorder,263516,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263516,Progressive myoclonic epilepsy type 3,['Autosomal recessive'],Disease
263524,['Childhood'],2024-12-03 07:13:23,Disorder,263524,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263524,Acute necrotizing encephalopathy of childhood,['Not applicable'],Disease
263534,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,263534,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263534,Acral peeling skin syndrome,['Autosomal recessive'],Disease
263543,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,263543,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263543,Generalized peeling skin syndrome,['Autosomal recessive'],Disease
263548,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,263548,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263548,Peeling skin syndrome type A,['Autosomal recessive'],Clinical subtype
263553,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Subtype of disorder,263553,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263553,Peeling skin syndrome type B,['Autosomal recessive'],Clinical subtype
263662,['All ages'],2024-12-03 07:13:23,Disorder,263662,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263662,Familial multiple meningioma,['Autosomal dominant'],Disease
263665,['Adult'],2024-12-03 07:13:23,Disorder,263665,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=263665,NK-cell enteropathy,['Not applicable'],Disease
264200,"['Infancy', 'Neonatal']",2024-12-03 07:13:23,Disorder,264200,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=264200,14q22q23 microdeletion syndrome,['Not applicable'],Malformation syndrome
